DataId,who_region,iso3,country_name,city,year,pm10_concentration,pm25_concentration,no2_concentration,pm10_tempcov,pm25_tempcov,no2_tempcov,type_of_stations,number_of_stations,population,latitude,longitude,who_ms,Air_quality_category
0022981,6_Wpr,CHN,China,Zhoukou,2017,Tidak diketahui,62.25,Tidak diketahui,Tidak diketahui,86,Tidak diketahui,Somewhere,1,650060,33.6194374999999,114.651175,1,Safety
0022982,4_Eur,ITA,Italy,Civitanova Alta,2017,17.627,10.639,8.148,82,87,68,Rural,1,Tidak diketahui,43.3355999999999,13.6747,1,Safety
0022983,4_Eur,ISR,Israel,Ashkelon,2017,44.1,16.7,17.691,95,95,95,"Urban, Suburban",2,144072,31.6571888033976,34.5608004710888,1,Safety
0022984,6_Wpr,CHN,China,Shouguang,2017,Tidak diketahui,63.0,Tidak diketahui,Tidak diketahui,85,Tidak diketahui,Somewhere,1,544207,36.869499735,118.757000249999,1,Safety
0022985,4_Eur,CZE,Czechia,Lovcice,2017,21.865,Tidak diketahui,Tidak diketahui,99,Tidak diketahui,Tidak diketahui,Rural,1,Tidak diketahui,49.0687,17.0706999999999,1,Safety
0022986,4_Eur,FRA,France,Alata,2017,Tidak diketahui,Tidak diketahui,10.006,Tidak diketahui,Tidak diketahui,98,Suburban,1,Tidak diketahui,41.9491999999999,8.7576,1,Safety
0022987,6_Wpr,CHN,China,Hengshui,2017,Tidak diketahui,77.0,Tidak diketahui,Tidak diketahui,93,Tidak diketahui,Somewhere,1,856705,37.74139965,115.669932933333,1,Safety
0022988,4_Eur,DEU,Germany,Lubeck,2017,16.482,10.665,24.181,98,98,100,"Urban, Urban, Urban",3,216530,53.8574,10.6780333333333,1,Safety
0022989,4_Eur,DEU,Germany,Remseck Am Neckar,2017,Tidak diketahui,Tidak diketahui,37.367,Tidak diketahui,Tidak diketahui,100,"Suburban, Suburban",2,Tidak diketahui,48.8791499999999,9.2759,1,Safety
0022990,4_Eur,FIN,Finland,Helsinki Helsingfors,2017,14.697,5.4,18.24,97,99,99,"Rural, Urban, Urban, Urban, Suburban, Urban, Urban",7,1154967,60.2288285714285,24.9257,1,Safety
0022991,4_Eur,DEU,Germany,Ulm,2017,17.24,11.99,33.675,100,100,99,"Urban, Urban",2,126790,48.4004499999999,9.98314999999999,1,Safety
0022992,4_Eur,FRA,France,Remiremont,2017,Tidak diketahui,Tidak diketahui,18.473,Tidak diketahui,Tidak diketahui,99,Urban,1,Tidak diketahui,48.0246,6.58579999999999,1,Safety
0022993,4_Eur,BEL,Belgium,Habay,2017,12.488,7.776,8.88,100,100,96,Rural,1,Tidak diketahui,49.7192999999999,5.63039999999999,1,Safety
0022994,4_Eur,ESP,Spain,Cirat,2017,13.596,7.905,7.1,68,17,94,Rural,1,Tidak diketahui,40.0542,-0.468299999999999,1,Safety
0022995,4_Eur,ITA,Italy,Lucca,2017,26.899,Tidak diketahui,26.699,97,Tidak diketahui,94,"Urban, Urban",2,Tidak diketahui,43.8383499999999,10.50635,1,Safety
0022996,4_Eur,ITA,Italy,Cisternino,2017,19.397,Tidak diketahui,8.734,90,Tidak diketahui,90,Rural,1,Tidak diketahui,40.7428,17.4158,1,Safety
0022997,4_Eur,DEU,Germany,Remscheid,2017,Tidak diketahui,Tidak diketahui,40.443,Tidak diketahui,Tidak diketahui,91,Urban,1,111338,51.1779999999999,7.182,1,Safety
0022998,4_Eur,POL,Poland,Lubliniec,2017,36.363,Tidak diketahui,Tidak diketahui,88,Tidak diketahui,Tidak diketahui,Urban,1,Tidak diketahui,50.6584,18.6962,1,Safety
0022999,4_Eur,ITA,Italy,Citta Di Castello,2017,22.942,16.888,15.332,99,98,94,Urban,1,Tidak diketahui,43.4568999999999,12.2457999999999,1,Safety
0023000,4_Eur,NLD,Netherlands (Kingdom of the),Haarlemmermeer,2017,18.589,11.934,24.693,98,97,99,"Urban, Rural, Rural, Rural",4,364905,52.327075,4.763275,1,Safety
0023001,4_Eur,DEU,Germany,Hemfurth Edersee,2017,11.992,Tidak diketahui,6.501,87,Tidak diketahui,99,Rural,1,Tidak diketahui,51.1548,9.0318,1,Safety
0023002,2_Amr,USA,United States of America,Show Low AZ,2017,18.5,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,11732,33.85815,-109.97029,1,Safety
0023003,4_Eur,POL,Poland,Lublin,2017,29.745,21.388,21.731,100,98,100,"Urban, Urban",2,334720,51.2662499999999,22.5604,1,Safety
0023004,4_Eur,DNK,Denmark,Ulfborg,2017,Tidak diketahui,Tidak diketahui,3.619,Tidak diketahui,Tidak diketahui,92,Rural,1,Tidak diketahui,56.2903999999999,8.4274,1,Safety
0023005,6_Wpr,CHN,China,Yibin,2017,Tidak diketahui,58.667,Tidak diketahui,Tidak diketahui,89,Tidak diketahui,Somewhere,1,814166,28.7738832799999,104.615933866666,1,Safety
0023006,4_Eur,DEU,Germany,Hemmingen,2017,Tidak diketahui,Tidak diketahui,29.578,Tidak diketahui,Tidak diketahui,100,Suburban,1,Tidak diketahui,48.8646999999999,9.03139999999999,1,Dangerous
0023007,2_Amr,USA,United States of America,Hagerstown Martinsburg MD WV,2017,Tidak diketahui,8.15,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,Tidak diketahui,39.5061414509999,-77.8420446014999,1,Safety
0023008,2_Amr,USA,United States of America,Ukiah CA,2017,12.6,9.05,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,87841,39.3331833333332,-123.448949999999,1,Safety
0023009,4_Eur,ESP,Spain,Lugo,2017,19.332,10.6,12.52,98,98,98,Urban,1,98519,42.9979,-7.5509,1,Safety
0023010,6_Wpr,CHN,China,Chongzuo,2017,Tidak diketahui,35.0,Tidak diketahui,Tidak diketahui,82,Tidak diketahui,Somewhere,1,113539,22.39075,107.3535,1,Safety
0023011,4_Eur,AUT,Austria,Lutzmannsburg,2017,22.965,Tidak diketahui,Tidak diketahui,93,Tidak diketahui,Tidak diketahui,Rural,1,Tidak diketahui,47.4652999999999,16.6472,1,Safety
0023012,2_Amr,CAN,Canada,Yellowknife,2017,19.0,5.0,8.0,1,1,1,Somewhere,1,18884,62.4520699999999,-114.364,1,Safety
0023013,4_Eur,GBR,United Kingdom of Great Britain and Northern Ireland,Luton,2017,Tidak diketahui,Tidak diketahui,44.434,Tidak diketahui,Tidak diketahui,97,Urban,1,214384,51.8922999999999,-0.4621,1,Safety
0023014,6_Wpr,CHN,China,Chifeng,2017,Tidak diketahui,39.75,Tidak diketahui,Tidak diketahui,74,Tidak diketahui,Somewhere,1,1164793,42.2062497475,119.0014495,1,Safety
0023015,4_Eur,ITA,Italy,Urbino,2017,21.485,Tidak diketahui,11.913,91,Tidak diketahui,88,Suburban,1,Tidak diketahui,43.7306,12.6364,1,Safety
0023016,4_Eur,DEU,Germany,Siptenfelde,2017,10.705,7.694,4.325,98,95,99,Rural,1,Tidak diketahui,51.6623999999999,11.0434,1,Safety
0023017,4_Eur,DEU,Germany,Recklinghausen,2017,18.749,Tidak diketahui,30.849,97,Tidak diketahui,97,"Urban, Urban",2,111397,51.5690499999999,7.19985,1,Safety
0023018,4_Eur,ITA,Italy,Chieti,2017,21.706,15.032,18.58,96,95,97,Urban,1,Tidak diketahui,42.3461,14.1378,1,Safety
0023019,4_Eur,DEU,Germany,Heidenheim An Der Brenz,2017,Tidak diketahui,Tidak diketahui,40.935,Tidak diketahui,Tidak diketahui,100,Suburban,1,Tidak diketahui,48.6794,10.1507,1,Safety
0023020,6_Wpr,CHN,China,Haidong,2017,Tidak diketahui,43.0,Tidak diketahui,Tidak diketahui,63,Tidak diketahui,Somewhere,1,21274,36.4966,102.10435,1,Safety
0023021,4_Eur,GBR,United Kingdom of Great Britain and Northern Ireland,Chilbolton,2017,13.333,7.38,11.209,98,98,97,Rural,1,Tidak diketahui,51.1496,-1.43819999999999,1,Safety
0023022,6_Wpr,CHN,China,Heihe,2017,Tidak diketahui,23.0,Tidak diketahui,Tidak diketahui,84,Tidak diketahui,Somewhere,1,189471,50.2434166666666,127.464533333333,1,Safety
0023023,4_Eur,FRA,France,Recloses,2017,Tidak diketahui,7.477,7.157,Tidak diketahui,97,99,Rural,1,Tidak diketahui,48.3547,2.6453,1,Safety
0023024,2_Amr,USA,United States of America,Urban Honolulu HI,2017,13.1,3.7,8.3,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,891839,21.331884905,-157.946082449999,1,Safety
0023025,2_Amr,CAN,Canada,Red Deer,2017,Tidak diketahui,7.0,16.0,Tidak diketahui,1,1,Somewhere,1,99718,52.2698099999999,-113.7794795,1,Safety
0023026,6_Wpr,CHN,China,Luoyang,2017,Tidak diketahui,75.0,Tidak diketahui,Tidak diketahui,91,Tidak diketahui,Somewhere,1,2387094,34.6547003866666,112.4132831,1,Safety
0023027,4_Eur,AUT,Austria,Lustenau,2017,16.098,10.378,31.968,100,100,95,"Suburban, Suburban",2,Tidak diketahui,47.4213499999999,9.6521,1,Safety
0023028,2_Amr,CAN,Canada,Chilliwack,2017,12.0,7.0,15.0,1,1,1,Somewhere,1,73161,49.1558479999999,-121.940279,1,Safety
0023029,4_Eur,AUT,Austria,Urgental,2017,18.961,Tidak diketahui,18.497,100,Tidak diketahui,96,Suburban,1,Tidak diketahui,47.4093999999999,15.2532999999999,1,Safety
0023030,4_Eur,LUX,Luxembourg,Luxembourg,2017,18.715,12.742,37.226,97,95,96,"Urban, Urban, Urban",3,115227,49.6054,6.12806666666666,1,Safety
0023031,4_Eur,ROU,Romania,Urziceni,2017,27.472,Tidak diketahui,13.706,95,Tidak diketahui,92,Suburban,1,Tidak diketahui,44.7229999999999,26.6514999999999,1,Safety
0023032,6_Wpr,CHN,China,Lvliang,2017,Tidak diketahui,58.5,Tidak diketahui,Tidak diketahui,92,Tidak diketahui,Somewhere,1,441843,37.513825,111.12875,1,Safety
0023033,3_Sear,THA,Thailand,Rayong,2017,33.59,Tidak diketahui,Tidak diketahui,36,Tidak diketahui,Tidak diketahui,Somewhere,1,538150,12.760710326,101.19399612,1,Safety
0023034,6_Wpr,CHN,China,Chiayi,2017,Tidak diketahui,28.0,Tidak diketahui,Tidak diketahui,80,Tidak diketahui,Somewhere,1,524783,23.4650000799999,120.4380018,1,Safety
0023035,4_Eur,ISR,Israel,Luzit,2017,Tidak diketahui,Tidak diketahui,9.107,Tidak diketahui,Tidak diketahui,95,Rural,1,816,31.6850195157926,34.8824950565248,1,Safety
0023036,6_Wpr,CHN,China,Siping,2017,Tidak diketahui,47.667,Tidak diketahui,Tidak diketahui,90,Tidak diketahui,Somewhere,1,594482,43.1687166666666,124.361183333333,1,Safety
0023037,6_Wpr,CHN,China,Luzhou,2017,Tidak diketahui,53.0,Tidak diketahui,Tidak diketahui,91,Tidak diketahui,Somewhere,1,822996,28.89863755,105.429562725,1,Safety
0023038,4_Eur,ISR,Israel,Haifa,2017,36.525,16.0,17.544,95,95,95,"Rural, Urban, Urban, Urban, Industrial, Urban, Urban, Urban, Urban",9,1147431,32.8000406972659,35.0170435264977,1,Safety
0023039,2_Amr,USA,United States of America,Chicago Naperville Elgin IL IN WI,2017,20.6,8.25,25.375,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,8865009,41.7964143142448,-87.5511558698614,1,Safety
0023040,2_Amr,USA,United States of America,Reading PA,2017,Tidak diketahui,8.6,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,Tidak diketahui,40.38335,-75.9685999999999,1,Safety
0023041,4_Eur,CHE,Switzerland,Luzern,2017,18.675,Tidak diketahui,41.206,Tidak diketahui,Tidak diketahui,100,Somewhere,1,81057,47.045815399643,8.30439006666666,1,Safety
0023042,2_Amr,USA,United States of America,Chico CA,2017,Tidak diketahui,Tidak diketahui,11.8,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,101475,39.7616799999999,-121.84047,1,Safety
0023043,4_Eur,ITA,Italy,Chieri,2017,Tidak diketahui,26.9,22.531,Tidak diketahui,93,93,Suburban,1,Tidak diketahui,45.0028,7.8375,1,Safety
0023044,4_Eur,GBR,United Kingdom of Great Britain and Northern Ireland,Reading,2017,14.43,9.666,28.838,96,94,97,"Urban, Urban",2,329619,51.454,-0.94225,1,Safety
0023045,4_Eur,DEU,Germany,Heidelberg,2017,16.521,Tidak diketahui,31.678,100,Tidak diketahui,99,"Urban, Urban",2,161485,49.41335,8.67684999999999,1,Safety
0023046,4_Eur,BGR,Bulgaria,Shumen,2017,34.157,Tidak diketahui,16.856,99,Tidak diketahui,94,Urban,1,75442,43.2682,26.9384,1,Safety
0023047,6_Wpr,CHN,China,Urumqi,2017,Tidak diketahui,94.143,Tidak diketahui,Tidak diketahui,76,Tidak diketahui,Somewhere,1,4368865,43.8653002085714,87.5548646442856,1,Safety
0023048,4_Eur,ROU,Romania,Chiscani,2017,Tidak diketahui,Tidak diketahui,10.749,Tidak diketahui,Tidak diketahui,94,Rural,1,Tidak diketahui,45.1685,27.9225999999999,1,Safety
0023049,6_Wpr,CHN,China,Luohe,2017,Tidak diketahui,63.75,Tidak diketahui,Tidak diketahui,90,Tidak diketahui,Somewhere,1,1039941,33.5679999999999,114.020625,1,Safety
0023050,2_Amr,USA,United States of America,Redding CA,2017,16.667,7.8,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,177223,40.5600376171649,-122.35135851673,1,Safety
0023051,4_Eur,ITA,Italy,Ancona,2017,25.104,15.128,15.578,93,84,83,Urban,1,99077,43.6116999999999,13.5085999999999,1,Safety
0023052,4_Eur,ITA,Italy,Assemini,2017,18.794,Tidak diketahui,18.717,89,Tidak diketahui,91,Urban,1,Tidak diketahui,39.2864,9.0114,1,Safety
0023053,6_Wpr,CHN,China,Haibei,2017,Tidak diketahui,28.0,Tidak diketahui,Tidak diketahui,92,Tidak diketahui,Somewhere,1,54493,36.96085,100.90085,1,Safety
0023054,4_Eur,TUR,Türkiye,Luleburgaz,2017,38.105,Tidak diketahui,17.134,97,Tidak diketahui,98,Urban,1,Tidak diketahui,41.3984,27.3459,1,Safety
0023055,4_Eur,CZE,Czechia,Chomutov,2017,22.39,Tidak diketahui,Tidak diketahui,98,Tidak diketahui,Tidak diketahui,Urban,1,67876,50.4675,13.4126999999999,1,Safety
0023056,4_Eur,ITA,Italy,Reggio Nell Emilia,2017,36.382,22.545,33.696,97,96,99,"Urban, Urban",2,171084,44.69555,10.64375,1,Safety
0023057,4_Eur,AUT,Austria,Heiterwang,2017,9.802,Tidak diketahui,17.513,100,Tidak diketahui,96,Rural,1,Tidak diketahui,47.4476,10.7441,1,Safety
0023058,4_Eur,AUT,Austria,Unterwagram,2017,17.609,12.81,20.644,99,99,95,Suburban,1,Tidak diketahui,48.2115999999999,15.6325,1,Safety
0023059,4_Eur,SWE,Sweden,Lulea,2017,14.712,Tidak diketahui,12.03,87,Tidak diketahui,90,"Urban, Urban",2,Tidak diketahui,65.5819,22.1420999999999,1,Safety
0023060,4_Eur,DEU,Germany,Unterhausen,2017,Tidak diketahui,Tidak diketahui,37.824,Tidak diketahui,Tidak diketahui,100,Suburban,1,Tidak diketahui,48.4345,9.2551,1,Safety
0023061,4_Eur,ROU,Romania,Siret,2017,Tidak diketahui,Tidak diketahui,12.92,Tidak diketahui,Tidak diketahui,62,Urban,1,Tidak diketahui,47.9532,26.0681,1,Safety
0023062,4_Eur,AUT,Austria,Unterbergern,2017,Tidak diketahui,Tidak diketahui,9.389,Tidak diketahui,Tidak diketahui,95,Rural,1,Tidak diketahui,48.3703,15.5458,1,Safety
0023063,4_Eur,BIH,Bosnia and Herzegovina,Lukavac,2017,Tidak diketahui,56.111,23.828,Tidak diketahui,97,99,Urban,1,Tidak diketahui,44.5332,18.5347,1,Safety
0023064,2_Amr,CAN,Canada,Regina,2017,27.0,6.0,17.0,1,1,1,Somewhere,1,214631,50.4527,-104.616,1,Safety
0023065,4_Eur,ESP,Spain,Lugones,2017,27.281,15.47,20.319,94,94,99,Suburban,1,Tidak diketahui,43.4014999999999,-5.8028,1,Safety
0023066,6_Wpr,CHN,China,Chongqing,2017,Tidak diketahui,45.429,Tidak diketahui,Tidak diketahui,89,Tidak diketahui,Somewhere,1,15872179,29.6123572271428,106.501785771429,1,Safety
0023067,3_Sear,THA,Thailand,Chon Buri,2017,41.177,Tidak diketahui,Tidak diketahui,50,Tidak diketahui,Tidak diketahui,Somewhere,1,1398645,13.2178207033333,100.9435778,1,Safety
0023068,4_Eur,SWE,Sweden,Lund,2017,10.626,Tidak diketahui,10.738,98,Tidak diketahui,97,"Urban, Urban",2,121274,55.70205,13.19055,1,Safety
0023069,4_Eur,FRA,France,Cholet,2017,16.659,Tidak diketahui,11.148,99,Tidak diketahui,100,Urban,1,Tidak diketahui,47.0544,-0.8861,1,Safety
0023070,4_Eur,TUR,Türkiye,Unye,2017,56.336,Tidak diketahui,105.416,92,Tidak diketahui,84,Urban,1,Tidak diketahui,41.1214,37.2802999999999,1,Safety
0023071,4_Eur,ITA,Italy,Chitignano,2017,10.181,Tidak diketahui,2.424,95,Tidak diketahui,94,Rural,1,Tidak diketahui,43.6602999999999,11.9017,1,Safety
0023072,4_Eur,SWE,Sweden,Uppsala,2017,19.031,4.7,23.147,75,75,75,"Urban, Urban, Urban",3,219914,59.8589,17.6415,1,Safety
0023073,4_Eur,DEU,Germany,Heilbronn,2017,21.427,13.439,40.386,99,100,98,"Urban, Urban",2,126592,49.15575,9.22535,1,Safety
0023074,4_Eur,ESP,Spain,Alagon,2017,20.781,14.123,18.03,98,98,88,Suburban,1,Tidak diketahui,41.7627999999999,-1.1433,1,Safety
0023075,4_Eur,FRA,France,Luneville,2017,Tidak diketahui,12.005,22.512,Tidak diketahui,97,97,Urban,1,Tidak diketahui,48.5848,6.4839,1,Safety
0023076,6_Wpr,CHN,China,Zhuhai,2017,Tidak diketahui,33.5,Tidak diketahui,Tidak diketahui,73,Tidak diketahui,Somewhere,1,1759378,22.2843626975,113.4931253,1,Safety
0023077,3_Sear,BGD,Bangladesh,Chittagong,2017,116.947,48.554,27.583,55,41,42,Somewhere,1,5019824,22.4746416666666,91.3096463333333,1,Safety
0023078,4_Eur,DEU,Germany,Lunen,2017,20.087,Tidak diketahui,Tidak diketahui,50,Tidak diketahui,Tidak diketahui,Urban,1,Tidak diketahui,51.6084999999999,7.52299999999999,1,Safety
0023079,4_Eur,DEU,Germany,Regensburg,2017,18.743,Tidak diketahui,41.485,100,Tidak diketahui,100,Urban,1,153094,49.0152,12.1015999999999,1,Safety
0023080,6_Wpr,CHN,China,Shuangyashan,2017,Tidak diketahui,39.75,Tidak diketahui,Tidak diketahui,87,Tidak diketahui,Somewhere,1,503179,46.6234625,131.152175,1,Safety
0023081,4_Eur,ITA,Italy,Siracusa,2017,24.182,Tidak diketahui,19.396,87,Tidak diketahui,86,"Suburban, Urban, Urban, Suburban, Urban",5,119056,37.0854599999999,15.2640799999999,1,Safety
0023082,4_Eur,FRA,France,Chize,2017,12.748,Tidak diketahui,3.13,98,Tidak diketahui,97,Rural,1,Tidak diketahui,46.1432,-0.396,1,Safety
0023083,4_Eur,FRA,France,Lunel Viel,2017,16.994,9.724,12.518,97,99,100,Suburban,1,Tidak diketahui,43.6758,4.0884,1,Safety
0023084,6_Wpr,CHN,China,Chizhou,2017,Tidak diketahui,57.5,Tidak diketahui,Tidak diketahui,92,Tidak diketahui,Somewhere,1,458420,30.6558499999999,117.477575,1,Safety
0023085,4_Eur,AUT,Austria,Heiligenblut,2017,Tidak diketahui,Tidak diketahui,0.658,Tidak diketahui,Tidak diketahui,92,Rural,1,Tidak diketahui,47.0542,12.9582999999999,1,Safety
0023086,4_Eur,ITA,Italy,Reggio Di Calabria,2017,19.231,10.005,19.142,98,97,97,"Urban, Urban",2,174885,38.1054499999999,15.642,1,Safety
0023087,4_Eur,DEU,Germany,Luneburg,2017,14.187,Tidak diketahui,16.31,99,Tidak diketahui,96,Suburban,1,75711,53.247,10.4565,1,Safety
0023088,4_Eur,ISR,Israel,Rehovot,2017,44.2,Tidak diketahui,19.441,95,Tidak diketahui,95,Urban,1,143904,31.899479897701,34.8163268247694,1,Safety
0023089,4_Eur,ITA,Italy,Chiavari,2017,23.652,Tidak diketahui,20.766,93,Tidak diketahui,95,Urban,1,Tidak diketahui,44.3149,9.3236,1,Safety
0023090,2_Amr,USA,United States of America,Reno NV,2017,20.867,7.7,23.8,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,504393,39.5256592325,-119.645720725,1,Safety
0023091,6_Wpr,KOR,Republic of Korea,Gyeongsangbuk,2017,42.932,22.617,0.016,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,3139776,37.7303755555555,126.631604444444,1,Safety
0023092,6_Wpr,CHN,China,Heze,2017,Tidak diketahui,69.0,Tidak diketahui,Tidak diketahui,89,Tidak diketahui,Somewhere,1,795246,35.2492149366666,115.4446822,1,Safety
0023093,2_Amr,USA,United States of America,Colorado Springs CO,2017,17.7,6.0,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,668270,38.8480140009219,-104.828564,1,Safety
0023094,4_Eur,BGR,Bulgaria,Asenovgrad,2017,45.549,Tidak diketahui,Tidak diketahui,99,Tidak diketahui,Tidak diketahui,Suburban,1,Tidak diketahui,42.0232,24.8401,1,Safety
0023095,2_Amr,CAN,Canada,London,2017,Tidak diketahui,7.0,11.0,Tidak diketahui,1,1,Somewhere,1,508230,42.97446,-81.20086,1,Safety
0023096,4_Eur,ITA,Italy,Colorno,2017,33.119,Tidak diketahui,21.024,99,Tidak diketahui,93,Suburban,1,Tidak diketahui,44.9260999999999,10.3707999999999,1,Safety
0023097,6_Wpr,CHN,China,Shihezi,2017,Tidak diketahui,60.5,Tidak diketahui,Tidak diketahui,89,Tidak diketahui,Somewhere,1,329750,44.2984249999999,86.055075,1,Dangerous
0023098,4_Eur,FIN,Finland,Turku,2017,10.551,Tidak diketahui,12.248,100,Tidak diketahui,98,"Rural, Urban",2,192962,60.4386,22.1819,1,Safety
0023099,4_Eur,GBR,United Kingdom of Great Britain and Northern Ireland,London,2017,20.076,12.012,40.505,93,86,97,"Urban, Suburban, Suburban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban",16,9304016,51.51601875,-0.1658375,1,Safety
0023100,4_Eur,ITA,Italy,Lonato,2017,Tidak diketahui,Tidak diketahui,23.089,Tidak diketahui,Tidak diketahui,98,Urban,1,Tidak diketahui,45.4632999999999,10.4808,1,Safety
0023101,6_Wpr,CHN,China,Hezhou,2017,Tidak diketahui,43.5,Tidak diketahui,Tidak diketahui,89,Tidak diketahui,Somewhere,1,625304,24.4109249999999,111.538675,1,Safety
0023102,4_Eur,DEU,Germany,Riedstadt,2017,16.817,Tidak diketahui,16.68,100,Tidak diketahui,100,Rural,1,Tidak diketahui,49.8252,8.51679999999999,1,Safety
0023103,4_Eur,POL,Poland,Lomza,2017,24.966,25.581,13.452,87,92,100,Urban,1,63000,53.1813999999999,22.0544,1,Safety
0023104,2_Amr,USA,United States of America,Columbia SC,2017,15.0,8.1,7.4,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,716040,34.0613456956568,-81.0129654175,1,Safety
0023105,4_Eur,BGR,Bulgaria,Gulubovo,2017,25.294,Tidak diketahui,5.885,100,Tidak diketahui,95,Urban,1,Tidak diketahui,42.1465,25.8753999999999,1,Safety
0023106,2_Amr,USA,United States of America,Columbus GA AL,2017,Tidak diketahui,9.333,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,2544048,32.4783906688719,-84.9517115855729,1,Safety
0023107,4_Eur,TUR,Türkiye,Turhal,2017,73.985,Tidak diketahui,33.547,98,Tidak diketahui,96,Urban,1,Tidak diketahui,40.3855999999999,36.0827999999999,1,Safety
0023108,4_Eur,ITA,Italy,Alba,2017,30.083,Tidak diketahui,25.681,99,Tidak diketahui,96,Urban,1,Tidak diketahui,44.7036999999999,8.0333,1,Safety
0023109,4_Eur,ESP,Spain,Lomo De Arico,2017,28.813,11.704,5.642,96,96,96,"Suburban, Suburban",2,Tidak diketahui,28.12825,-16.49765,1,Safety
0023110,6_Wpr,CHN,China,Heyuan,2017,Tidak diketahui,33.333,Tidak diketahui,Tidak diketahui,73,Tidak diketahui,Somewhere,1,523818,23.7446836633332,114.681533566667,1,Safety
0023111,2_Amr,CAN,Canada,Richmond,2017,11.0,6.0,27.0,1,1,1,Somewhere,1,2264823,49.163851,-123.1303185,1,Safety
0023112,4_Eur,ITA,Italy,Rezzato,2017,42.286,Tidak diketahui,26.242,96,Tidak diketahui,99,Suburban,1,Tidak diketahui,45.5047,10.3131,1,Safety
0023113,4_Eur,TUR,Türkiye,Gumushane,2017,47.978,Tidak diketahui,26.196,98,Tidak diketahui,99,Urban,1,Tidak diketahui,40.4607999999999,39.4808999999999,1,Safety
0023114,4_Eur,ITA,Italy,Colleferro,2017,28.014,Tidak diketahui,31.282,97,Tidak diketahui,94,"Suburban, Suburban",2,Tidak diketahui,41.7277,13.0069,1,Safety
0023115,6_Wpr,CHN,China,Longnan,2017,Tidak diketahui,28.0,Tidak diketahui,Tidak diketahui,89,Tidak diketahui,Somewhere,1,250001,33.32405,105.0772,1,Safety
0023116,2_Amr,USA,United States of America,Tuscaloosa AL,2017,Tidak diketahui,8.2,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,230162,33.1899310008648,-87.484189,1,Safety
0023117,4_Eur,AUT,Austria,Hetzendorf,2017,14.036,Tidak diketahui,14.147,97,Tidak diketahui,93,Suburban,1,Tidak diketahui,47.1783,14.6767,1,Safety
0023118,1_Afr,ZAF,South Africa,Richards Bay,2017,28.412,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,50533,-28.74376,32.0441149999999,1,Safety
0023119,4_Eur,DEU,Germany,Gulzow,2017,15.159,11.546,6.844,100,100,98,Rural,1,Tidak diketahui,53.8177999999999,12.0647,1,Safety
0023120,4_Eur,FRA,France,Colmar,2017,17.527,Tidak diketahui,26.134,98,Tidak diketahui,99,Urban,1,69105,48.0745999999999,7.35069999999999,1,Safety
0023121,6_Wpr,CHN,China,Shijiazhuang,2017,Tidak diketahui,82.429,Tidak diketahui,Tidak diketahui,92,Tidak diketahui,Somewhere,1,4114393,38.0302498128571,114.486915014286,1,Safety
0023122,4_Eur,ESP,Spain,Colmenar Viejo,2017,18.791,Tidak diketahui,26.508,100,Tidak diketahui,99,Urban,1,Tidak diketahui,40.6646,-3.77389999999999,1,Safety
0023123,2_Amr,USA,United States of America,Richmond VA,2017,12.2,7.2,10.85,Tidak diketahui,Tidak diketahui,Tidak diketahui,Somewhere,1,1104980,37.4654590009111,-77.3794339999999,1,Safety
0023124,4_Eur,SWE,Sweden,Skelleftea,2017,15.078,Tidak diketahui,25.653,91,Tidak diketahui,91,Urban,1,Tidak diketahui,64.7505,20.9605,1,Safety
0023125,6_Wpr,CHN,China,Turpan,2017,Tidak diketahui,67.5,Tidak diketahui,Tidak diketahui,83,Tidak diketahui,Somewhere,1,89719,42.9445249999999,89.1745749999999,1,Safety
0023126,3_Sear,LKA,Sri Lanka,Colombo,2017,Tidak diketahui,31.39,Tidak diketahui,Tidak diketahui,23,Tidak diketahui,Somewhere,1,612535,6.911625,79.8493449999999,1,Safety
0023127,4_Eur,ROU,Romania,Turnu Magurele,2017,Tidak diketahui,17.658,14.083,Tidak diketahui,70,80,Urban,1,Tidak diketahui,43.7456,24.87,1,Safety
